clean_month,clean_hour,prod_w
Février 2023,Jeudi 16h,126.8678536036036
Février 2023,Jeudi 17h,57.72460723223223
Février 2023,Jeudi 18h,8.883987737737737
Février 2023,Jeudi 19h,5.1427795295295295
Février 2023,Jeudi 1h,0.0
Février 2023,Jeudi 20h,3.689526901901902
Février 2023,Jeudi 21h,2.01346509009009
Février 2023,Jeudi 22h,0.36952627627627627
Février 2023,Jeudi 23h,0.0005266516516516516
Février 2023,Jeudi 2h,0.0
Février 2023,Jeudi 3h,0.6127267267267267
Février 2023,Jeudi 4h,4.736778653653653
Février 2023,Jeudi 5h,9.480620995995995
Février 2023,Jeudi 6h,13.559025775775774
Février 2023,Jeudi 7h,16.34943531031031
Février 2023,Jeudi 8h,22.950687437437438
Février 2023,Jeudi 9h,79.98776926926926
Février 2023,Lundi 0h,0.0
Février 2023,Lundi 10h,153.0835157032032
Février 2023,Lundi 11h,208.50757992367366
Février 2023,Lundi 12h,245.8751690753253
Février 2023,Lundi 13h,241.51441910660662
Février 2023,Lundi 14h,230.33579548298297
Février 2023,Lundi 15h,187.9440581206206
Février 2023,Lundi 16h,128.72659988113114
Février 2023,Lundi 17h,58.690811905655664
Février 2023,Lundi 18h,8.67113206956957
Février 2023,Lundi 19h,5.045536473973973
Février 2023,Lundi 1h,0.0
Février 2023,Lundi 20h,3.766551707957958
Février 2023,Lundi 21h,1.9973085585585584
Février 2023,Lundi 22h,0.33893721846846847
Février 2023,Lundi 23h,0.0010774837337337339
Février 2023,Lundi 2h,0.0
Février 2023,Lundi 3h,0.5951465528028028
Février 2023,Lundi 4h,4.760100569319319
Février 2023,Lundi 5h,9.609668731231231
Février 2023,Lundi 6h,13.269776026026026
Février 2023,Lundi 7h,15.499312593843843
Février 2023,Lundi 8h,21.545654873623622
Février 2023,Lundi 9h,78.6079027464965
Février 2023,Mardi 0h,0.0
Février 2023,Mardi 10h,156.13992336086085
Février 2023,Mardi 11h,208.73043809434435
Février 2023,Mardi 12h,241.87726711086086
Février 2023,Mardi 13h,236.09877627627625
Février 2023,Mardi 14h,225.1632480918418
Février 2023,Mardi 15h,183.9327053616116
Février 2023,Mardi 16h,125.65482982982984
Février 2023,Mardi 17h,57.52619212962963
Février 2023,Mardi 18h,8.668064939939939
Février 2023,Mardi 19h,5.061722503753754
Février 2023,Mardi 1h,0.0
Février 2023,Mardi 20h,3.7020734797297297
Février 2023,Mardi 21h,1.9054854854854852
Février 2023,Mardi 22h,0.368292042042042
Février 2023,Mardi 23h,0.0010907782782782782
Février 2023,Mardi 2h,0.0
Février 2023,Mardi 3h,0.5581833395895895
Février 2023,Mardi 4h,4.665610767017017
Février 2023,Mardi 5h,9.60572244119119
Février 2023,Mardi 6h,13.844241585335336
Février 2023,Mardi 7h,16.371457864114113
Février 2023,Mardi 8h,23.981278153153156
Février 2023,Mardi 9h,82.9212672047047
Février 2023,Mercredi 0h,0.0
Février 2023,Mercredi 10h,156.97124937437437
Février 2023,Mercredi 11h,211.58250375375377
Février 2023,Mercredi 12h,247.74126110485486
Février 2023,Mercredi 13h,240.0607401151151
Février 2023,Mercredi 14h,235.90069725975974
Février 2023,Mercredi 15h,194.14274133508508
Février 2023,Mercredi 16h,136.04614771021022
